type,ingredients,alcohol_content,volume,awards,additional_info,product_introduction,pairing_food,brewery,address,website,contact_info,name
탁주,"포천쌀31.1%,누룩3.1%,억새어린순0.3%,정제수65.6%.",10%  ,720ml,,밑술 맵쌀 범벅+덧술 찹쌀고두밥,왕건이 궁예에게 잡혀 크게 울었다고 해서 이름붙여진 산정호수의 명성산 그 산의 억새를 재료로 만든 가양주,,술빚는 전가네,경기도 포천시 영북면 산정호수로 335,https://www.sooldoga.com/home,,궁예의 눈물
탁주,"쌀(국내산) 36.28%함유, 국, 효모, 혼합제제(효모가루, 유당)",9%  ,500ml,,,"자연의 맛 그대로, 소중한 분과 함께하는 고품격 프리미엄 막걸리 쌀은 원래 달다는 합성감미료를 전혀 사용하지 않고 오직 국내산 쌀로만 단맛을 구현한 프리미엄 막걸리입니다. 쌀은 원래 달다는 이화주 전통방식을 현대적으로 재해석하여 맛과 풍미가 가득한 생막걸리입니다.",,인천탁주,인천광역시 부평구 안남로 433번길 14,http://sosungju.modoo.at/,,쌀은 원래 달다
탁주,"정제수, 쌀(국내산), 국(밀함유), 팽화미(국내산), 올리고당, 효모, 아스파담(감미료, 페닐알라딘 함유), 구연산",6%  ,750ml,,,"소성주플러스 막걸리는 국내산 쌀과 한국 식품 연구원 우리술 연구팀과 공동개발한 국내산 전통 누룩의 우수효모로 만든 인천탁주에서 개발한 프리미엄 막걸리이다. 깨끗하고 부드러운 맛이 특징인 소성주플러스는 알코올 도수를 5%로 하여 여성들과 젊은층들이 선호하는 저도주 막걸리 시장의 특성을 잘 살린 막걸리이다. 또한, 생소성주 라벨에 12간지 동물을 그려 넣었듯이 소성주플러스 라벨에도 12가지의 재미난 문구를 삽입하여 골라먹는 재미를 만들었다.",,인천탁주,인천광역시 부평구 안남로 433번길 14,http://sosungju.modoo.at/,,인천 소성주 플러스
탁주,"정제수, 쌀(외국산),팽화미(외국산),이소말토올리고당, 국, 효모, 정제효소, 종국, 아스파탐(페닐알라닌 함유,합성감미료), 구연산, 밀(곡류)함유",6%  ,750ml,,,"기존의 막걸리의 이미지가 남성적이고 투박하며 거칠고 탁한 맛이었다면 생소성주는 여성들과 젊은층도 선호할 수 있도록 숙성시간과 담금횟수를 늘려 부드럽고 톡 쏘는 청량감이 느껴져 누구나 부담없이 마실수 있도록 하였다. 인천의 통일신라 시대 이름인 소성현에서 이름이 유래한 생소성주는 80년 넘게 막걸리를 빚으며 업계최초로 쌀로 만든 막걸리를 만들었고, 인천지역 최고의 점유률을 자랑하는 대표 막걸리이다. 또한 포장에는 소비자들에게 즐길거리를 제공하기 위해 12간지 동물을 그려넣어 막걸리를 마시면서 재미있는 대화의 소재가 될수 있도록 하였다. 생소성주는 성인이라면 누구나 마음편하게 마실수 있도록 부담없는 가격으로 공급해야 한다는 마인드를 바탕으로 지속적인 연구와 개발을 끊임없이 하고 있다 1990년 업계 최초로 쌀 막걸리를 출시한 인천탁주. 90년대 초부터 수출을 시작하고 92년 우수 포장선정 국세청장의 표창까지 받은 유서 깊은 양조으로, 인천지역 막걸리 시장의 큰손으로 자리매김하고 있다. 지난 1974년 인천지역의 11개 양조장의 합병으로 만들어져 72년간의 오랜 경험을 바탕으로 인천의 자부심을 가지고 막걸리를 빚고 있다. 생 소성주는 숙성시간과 담금 횟수를 늘려 부드럽고 톡 쏘는 탄산의 상쾌한 청량감이 느껴지며, 특유의 감칠맛이 매력적이다.",원료인 팽화미에서 나오는 고소한 향이 올라오는 것이 특징이다. 전체적으로 바디감과 목넘김이 가볍고 삼킨 후 남는 떫고 텁텁한 좋다. 생선회와 잘 어울린다.,인천탁주,인천광역시 부평구 안남로 433번길 14,http://sosungju.modoo.at/,,인천 생 소성주
탁주,"양주쌀, 누룩, 정제수",15%  ,500ml,,,"삼해 주는 고려 시대부터 이어져 온 서울지역의 전통주입니다. 원래 궁중에서 의식이나 행사 사용하거나 사대부 집안의 가양주로 애용되다가 조선시대에 큰 사랑을 받았습니다. 15도 도수가 느껴지지 않을 만큼 부드러우며 단맛, 신맛 등이 적당히 잘 어우러지고 뒷맛도 깔끔합니다.",,선인양조,경기도 양주시 가래비9길 12-29,https://smartstore.naver.com/suninbrew,,삼해주
탁주,"정제수, 찹쌀(국내산), 건오미자, 고구마, 감자,누룩(밀 함유)",10%  ,500ml,,,손으로 직접 짜내어 주질이 부드러운 서촌 막걸리의 특징 그대로 목 넘김이 깔끔해서 가벼운 느낌으로 즐길 수 있습니다.,닭튀김이나 통삼겹구이같은 기름진 음식과 함께 하면 느끼함을 싹 잡아줍니다.,(주)농업회사법인 온지술도가,서울특별시 은평구,https://smartstore.naver.com/onzisuldoga,,온지오
탁주,국내산 쌀13%,6%  ,935ml,,,저온 숙성과정에 알코올을 일부 증발시켜 풍미를 가득 담았습니다.부드러운 목넘김과 깊고 상쾌한 맛을 느낄 수 있습니다.,,백년주조,경상북도 김천시 영남대로 1322,https://smartstore.naver.com/y100001,,벼리
탁주,"쌀(국내산), 정제수, 누룩",13.1%  ,500ml,,,"월탁은 막걸리 제조 과정 중 인공 첨가제나 과일을 넣지 않았음에도 과일향을 느끼실 수 있습니다.마시는 사람이 어떤 과일을 생각하는지에 따라 잔 안에 가득히 퍼지는 과일향이 다르게 느껴지며,달콤한 과일향이 후각을 자극합니다.",,한국술도가,전라북도 정읍시 답곡길 60,https://smartstore.naver.com/chan1990,,월탁
탁주,"물,쌀(경기미 세마쌀26.67%),국,효모,밀함유",7.7%  ,600ml,,,국내산 세마쌀을 100%원료로 합성 첨가물 없이 순수 재료로 깨끗하고 정직하게 만들어 깔끔하고 깊은 맛을 느끼실 수 있습니다.,,오산양조,경기도 오산시 중앙동 시장길 63,https://www.osansool.com/,,경기 쌀 막걸리
탁주,"쌀(국내산/무농약),효모,누록(밀/국내산),정제수",9%  ,650ml,,,"담백하고 깔끔한 맛이 특징으로,단맛과 신맛,알코올이 균형을 갖춘 술입니다.","한식류 , 한정식 ..",두술도가,경북 문경시 가은읍 가은5길 7,https://www.instagram.com/doosooldoga/,,희양산 생막걸리 9도
탁주,국내산 햅쌀,6%  ,750ml,,,"구수하고 달달한 맛에 살짝 쏘는 탄산감이 좋은, 전통 생막걸리의 진수입니다.",,순천주조,전라남도 순천시 이수로 97,https://smartstore.naver.com/mayday82,,하늘담6 생막걸리
"약주, 청주","정제수,백미(국내산)12%,찹쌀(국내산)37%,누록(밀)",15%  ,750ml,,,저온에서 충분히 발효 숙성되어 부드러운 맛과 깔끔한 청량감을 느낄 수 있는 전통주 고유의 맛과 향을 느낄 수 있습니다.,"안주로는 궁중요리,생성회,까나페,각종 해산물 요리와 찰떡 궁합처럼 잘 어울립니다. 담백한 식빵 안주도 추천드립니다.",영농조합법인 보령전통주,충청남도 보령시 성주면 지게골길 47,https://smartstore.naver.com/boryengju,,만세 보령주
과실주,"포도,복숭아,블루베리,아로니아,메타중아황산칼륨(산화방지제),사과,자두,머루(국내산100%)효모,아황산함유",12%  ,375ml,,,"국내산 포도,복숭아,블루베리,아로니아,사과,자두,머루를 도란원만의 특별한 제조법으로 빚어 새콤달콤한 과일 향의 풍미와 은은한 단 맛과 산미,부드러운 목 넘김이 좋습니다.","카프레제,하몽,파스타,스테이크...",도란원,충청북도 영동군 매곡면 옥전리 825-1,http://xn--hg3b13gpoq4muubvz4a.kr/,,레인보우
과실주,"복숭아원액89.92%[국내산100%],설탕,효소",12%  ,500ml,,,투명하고 은은한 복숭아 향이 살아있는 산뜻한 바디감의 화이트 와인입니다.,"치즈,반찬",솔티마을,세종특별자치시 전동면 솔티로 375-9 1층,https://smartstore.naver.com/solti,,복숭아와인
"약주, 청주","국산 쌀, 국산 전통 누룩, 물, 대잎",15%  ,500ml,,,막걸리 단맛을 내는 인공감미료(아스파탐) 사용하지 않습니다. 오로지 쌀의 단맛으로만 맛을 낸 대밭고을의 약주입니다.,해산물과 더욱 어울립니다.,대밭고을,경상남도 사천시 곤양면 후전길 16,https://smartstore.naver.com/bamboosul,,대담 15
탁주,"국산 쌀, 국산 전통 누룩, 물,대잎",13%  ,500ml,,,"대나무잎에는 플라보노이드 성분이 많이 함유되어 있어 항산화, 항노화 및 항균 활성 작용을 합니다. 마지막 목넘김까지 대잎의 고유의 향미를 느낄 수 있습니다.","김치두부, 부추전 ,해물전..",대밭고을,경상남도 사천시 곤양면 후전길 16,https://smartstore.naver.com/bamboosul,,대담 13
증류주,"감귤(제주산)증류주원액,정제수",50%  ,750ml,2023 몽드셀렉션 금상,,신례명주는 반짝이는 황금빛 제주 감귤을 저온 발효하여 증류한 후 참나무통에 숙성한 술입니다.,"활어회 ,치즈, 육회 ..",시트러스,제주특별자치도 서귀포시 남원읍 신례리 2191-71,https://www.ehondiju.com/,,제주 감귤주
탁주,"정제수.참쌀(국내산)15.3%,멥쌀(국내산),입국,곡자(밀) 밀합유 효모",12%  ,900ml,,,"땅끝마을 해남에서 온 프리미엄 생 막걸리 찹쌀과 멥쌀 그리고 물,원재료의 고요한 맛과 향을 그대로 담아 자연 발효로 장기간 숙성시켜 만듭니다.","전복구이 ,홍어무침, 김치찜, 빈대떡..",해창주조장,전남 해남군 화산면 해창길 1,https://haechangjujo.modoo.at/,,해창 생막걸리
과실주,"효모,설탕,구연산[산도조절제],소르빈산칼륨[보존료],수크랄로스[감미료],메타중아황산칼륨[산화방지제] 아황산함유",12%  ,750ml,,,애플린 와인은 향긋한 아로마 향과 목 넘김이 부드러운 깔끔한 스위트 와인으로 인기가 많은 와인입니다.,"삼겹살,소고기 , 생선회...",반딧불사과와인,전라북도 무주군 무주읍 유속1길 34,https://blog.naver.com/gosoon55,,애플린
증류주,"정제수,증류원액,복숭아(국내산),복숭아향(천연향류),포도당,효소처리스테비아,구연산",40%  ,360ml,,,청정지역 영덕의 해풍을 맞고 자란 복숭아를 천연 발효 기법으로 빚어 자연스러운 복숭아 향이 풍부하며 은은한 단맛과 상큼함이 조화롭고 목넘김이 부드럽습니다.,"가벼운 과일 안주, 크래커, 떡볶이, 가벼운 스낵류, 매콤한 음식",영덕주조,북 영덕군 강구면 소월1길 16-10,https://ydjujo.co.kr/new/index.php,,도원결의
증류주,"정제수,쌀,국,메밀",24%  ,375ml,,,시원한 술맛과 따뜻하고 스파이시한 목넘김이 반전 매력으로 온 몸의 열기가 진한 여운을 주는 특별한 술입니다.,"탕요리 , 닭요리",용소주,강원도 홍천군 내촌면 용포길 31-25 ,https://smartstore.naver.com/yongsoju,,M24
과실주,"선신딸기90% ,아황산염,소르빈산염,백설탕",12%  ,750ml,,,직접 재배한 딸기만을 가지고 특허받은 딸기와 인 제조법으로 만든 와인입니다.,"양식류 - 스테이크 등 ,간단한 안주류 - 치즈 등 ..",해미읍성딸기와인,충청남도 서산시 고북면 산직마을길 85,https://xn--ok0b96k0npx9a.com/,,딸기 스파클링와인
탁주,"정제수,쌀 (김포산),누룩 밀 함유",8%  ,360ml,,,"오직 쌀, 물, 직접 제조한 누룩으로만 담근 100% 순곡주입니다.","소고기구이 ,회무침 , 만두 .",몽타주조,서울특별시 강서구 강서로54길 107 (범한빌딩) 2층 몽타주조,https://smartstore.naver.com/mongta_jujo,,서울야행
탁주,"유기농 찹쌀(충남 홍성군 홍동면), 우리밀 누룩 , 암반수 약산샘물",12%  ,480ml,,,새콤하고 달콤하며 쌉싸름한 맛이 조화를 이루고 곡식향과 천연 탄산 감이 어우러진 우리 술 백미 탁주입니다.,치즈와 궁합이 너무 좋습니다.,농업회사법인 ㈜별빛드리운못,청남도 홍성군 결성면 만해로115번길 62-11,http://byulbit.kr/,,달
과실주,"예산사과(국내산) 86%, 설탕, 효모, 구연산, 무수아황산(산화방지제), 소르빈산칼륨(합성보존료)",12%  ,750ml,,,"향긋한 사과향이 코 끝을 자극하며, 입안에서 퍼지는 낭만적인 달콤함과 연이어 찾아오는 부드러운 목 넘김을 경험해 보세요.",,예산사과와인,충남 예산군 고덕면 대몽로 107-25,http://www.chusawine.com,,애플블랑
탁주,"쌀(국내산),좁쌀(국내산),옥수수(국내산),정제수,정제효모,효모,젖산(산도조절제),기타과당,곡자(밀),밀함유",6%  ,935ml,,,기존의 묵직한 바디감의 막걸리들 과 달리 청량하고 가볍습니다.,"떡볶이, 샐러드,치즈 등등 ..",동강주조,"경기도 성남시 분당구 정자일로 95, NAVER 1784, 13561",https://smartstore.naver.com/eastriverbrewery,,얼떨결에 옐로
증류주,"쌀(국내산),국,효모,정제수,정제효모",55%  ,375ml,,,3년간의 숙성을 통해 목넘김의 이질감을 최소화하여 마시는 순간 녹아 사라지는 듯한 깔끔함을 선사합니다.,주향숙성주는 문어숙회 또는 송어회외 같이 마시면 잘 어울립니다.,담을술공방,충청북도 충주시 엄정면 신만리 211-34,https://dameul6267.modoo.at/?link=3n4jeerm,,주향아라
과실주,"정제수,감[홍시]30.8%(국내산),액상과당,주정,설탕,DL-사과산,효모",12%  ,700ml,,,"농축된 홍시의 단맛이 입안을 메우지만 잔상이 길지 않아 부담 없고, 후미에 씁쓸한 알코올 맛이 올라와 밸런스를 이룹니다.",새콤한 샐러드류나 신선한 해산물류와 잘 어울려요.,배상면주가,경기도 포천시 화현면 화현리 512,https://www.soolsool.co.kr/,,홍시
"약주, 청주","쌀,누룩,정제수,꽃22종",18%  ,500ml,,,"화전일취18 백화 제조는 일 년 내내, 꽃이 피는 사계절 동안 양조장에서 피어나는 꽃들을 따 모아 말리는 것부터 시작합니다. 다양한 꽃을 넣어 한 모금 한 모금이 꽃을 머금은 듯한 풍미를 줍니다.",,농업회사법인주식회사지시울,강원도 춘천시 서면 박사로 741-5,https://smartstore.naver.com/whajeonilchwi,,화전일취18 백화
리큐르/기타주류,"정제수,사과(국내산100%),증류원액,정백당,효소처리스테비아,사과향(천연향료),구연산(산도조절제),진주빛색소,식용색소청색 제1호(착색료)",15%  ,375ml,,,"블링블링 바다별은 사과의 신맛과 달콤함이 어우러져 청량한 맛을 느낄 수 있으며, 아름다운 펄과 함께 마치 오로라를 연상시키는 리큐르입니다.","파스타,피자,샐러드 등과 잘 어울리며, 치즈 및 견과류의 간단한 안주류와 합께 드셔도 좋습니다.",영덕주조,경북 영덕군 강구면 소월1길 16-10,https://ydjujo.co.kr/new/index.php,,블링블링 바다별
탁주,"정제수,쌀(국산),곡자(누룩),아스파탐(감미료,페닐알라닌 함유)밀함유",5%  ,750ml,,,100% 우리쌀로 만들어 더 건강하고 깊은 풍미를 느낄 수 있는 막걸리입니다.,,금정산성 토산주,부산 금정구 산성로 453,http://www.sanmak.kr/,,청탁막걸리
증류주,증류원액(쌀-국내산100%).정제수,32%  ,375ml,,,인공감미료 및 어떠한 당도 들어가지 않고 쌀 본연의 맛과 풍미에 집중한 무첨가 웰메이드 증류식 소주이며 32%도수지만 감압 증류 방식을 사용하여 깔끔하고 부드럽습니다.,스테이크와 같은 양식과도 잘 어울리며 치즈처럼 간단한 핑커푸드와도 잘 어울립니다.,맑은내일,경남 창원시 삼귀로 411-8,https://www.good-tomorrow.co.kr/,,운암 32오크
탁주,"정제수,쌀(국내산),방풍(국산)7.7%,누룩,수크랄로스(감미료)",10%  ,500ml,,,여수 금오도 방풍막걸리는 방풍 잎에서 추출한 방풍즙이 7.7% 첨가된 막걸리입니다.옛부터 풍을 예방한다고 하여 이름붙여진 방풍나물은 뛰어난 약용성분을 가지고 있어 약재로도 사용되었습니다.,"보쌈,두부김치,골뱅이무침,파전 등등 ...",금오도섬마을,전남 여수시 대유윗길47,https://campgold.modoo.at/,,방풍 막걸리
리큐르/기타주류,"검정찹쌀(국내산),지초(국내산)",60%  ,1800ml,,,홍주는 조선시대 진상품으로 꼽힐 만큼 그 붉은 빛깔과 향이 감미로운 술입니다. 애주가들에게 인정받으며 그 명맥을 유지하고 있는 전통 명주입니다.,,진도대복홍주,전남 진도군 의신면 진도대로 2662-4,http://www.jindohongju.com/main.php,,진도대복홍주 진 22호
탁주,"정제수, 찹쌀(국내산), 레몬청, 고구마, 감자, 누룩(밀 함유)",10%  ,500ml,,,"새콤 달콤 끝판왕 제주산 레몬을 세척 후 슬라이스해 직접 담근 청을 이용, 인공적인 행을 첨가 하지 않고도 자연스러운 레몬의 맛과 향이 잘 느껴집니다. 하나같이 심심하지 않은 맛이라는 점이데 온지 시리즈를 접해보신 분들이라면 고개를 끄덕끄덕 하실겁니다",식전주로 먼저 드셔도 좋습니다.단ㄱ튀김이나 통삼겹구이 같은 기름진 음식과 함께 하면 느끼함을 싹 잡아줍니다.,온지술도가,서울특별시 은평구 통일로 65길 26 지하 1층,https://onzisul.modoo.at/?link=3l9xu42n,,온지몬
탁주,"쌀,흑미 ,오미자(이상국내산),조효소제,정제수",9%  ,375ml,,,"까망토끼는 용인 백옥쌀과 국내산 흑미를 사용해 파스텔블랙 컬러의 매혹적인 색을 띄며,100% 수작업으로 빚는 프리미엄 탁주입니다.","전류 튀김류 ,우동 등등",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,http://www.sulseam.com,,까망토끼
증류주,"진원액,정제수,퍼플그레이프칼라",36.5%  ,500ml,,,달고 부드러운 맛이랑 거부감 없는 향기가 특징입니다. 증류주가 감미료를 넣은 것 처럼 달고 부드럽습니다.또한 향 손실을 방지하기 위해 특수한 방법으로 탈기와 숙성공정을 거친 후 만들어 집니다.,"생선회 ,핑거푸에 곁들여서 드시면 더욱맛있습니다.",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,http://www.sulseam.com,,퍼플 진
증류주,"쌀증류소주원액(여주산 쌀 100%),정제수,고구마증류소주원액(여주산 고구마100%)",25%  ,375ml,,,여주산 고구마100%를 상압 증류 후 옹기 숙성 해 깊고 풍부한 풍미가 뛰어난 부드러운 맛입니다.,"탕류(조개탕,홍합탕,복어탕,어묵탕 등 )육류 (수육 , 보쌈,쇠소기,구이,삼겹살 등) 샌선,해산물류(회,생선찜,생선구이 등) 간단한 안주류 (견과류,초콜릿 등)",국순당여주명주,경기도 여주시 강천면 부평로 330,http://www.ksdyeoju.com/,,려 고구마 소주
탁주,"정제수,쌀가루(국내산),백설탕,활성건조효모(건조효모,유화제),국[조효소제(밀),정제효소],구연산,밀함유",7%  ,1980ml,,,"단맛보다는 산미가 풍부해 느린마을 막걸리와는 다른 매력을 느낄 수 있고, 인공감미료 없이 우리 쌀로만 빚어 목넘김이 더욱 부드럽고 꾸밈없는 막걸리입니다.","한식 ,전류 ,육류.",배상면주가,경기도 포천시 화현면 화현리 512,https://www.soolsool.co.kr/,,옹기 막걸리
과실주,포도 (국산 100%) 99.996% 무수아황산 0.004%,12%  ,750ml,,,"복분자와 체리와 같은 작고 붉은 열매 향이 나며 ,적절한 바디감과 부드러운 탄닌으로 편하게 마실 수 있는 레드와인입니다.","치즈,브루스케타, 가벼운 한식.",작은알자스,충북 충주시 수안보면 중골안길 14,https://smartstore.naver.com/lesdom,,레돔 레드와인
탁주,"정제수,쌀(국내산),돌배(국내산),딸기(국내산),조제종국,누룩(밀),입국(국내산),스쿠랄로스(감미료)",6%  ,750ml,,,아랑주는 향긋한 딸기향과 딸기 본연의 달콤한 그 맛이 좋아 남녀 노소 누구나 부담없이 마시기 좋습니다.,"매콤한 안주 ,단짠단짠 치즈 ,상큼달달 슬러쉬",밀향,경상남도 밀양시,,,딸기아랑주
탁주,"물, 쌀(국내산), 쌀가루(국내산), 효모, 조제종국, 정제효소제, 젖산, 아스파탐(감미료,페닐알라닌 함유), 아세셀팜칼륨(감미료)",6%  ,750ml,,,깨지지 않고 동동 떠있는 쌀알들이 강하지 않은 자연 탄산과 함께 부드럽게 입 안을 넘어갑니다.,"부침개, 전,달콤한 떡볶이, 삼계탕, 양녑치킨, 대하구이, 감자튀김 등",남도탁주,전라남도 나주시 노안면 노안로 379,https://smartstore.naver.com/jeonggojib,,옛날 생동동주
탁주,"정제수 ,쌀(국내산),국,효모,밀합유",8%  ,620ml,,,기존 막걸리에서 즐길 수 없었던 다양하고 복잡한 맛이 매력적인 술입니다.,"짭쪼롬한 안주, 나쵸",한강주조,서울특별시 성동구 둘레15길 12,https://hangangbrewery.com/,,짝꿍막걸리
과실주,"머루39.645%(국내산), 설탕, 메타중아황산칼륨(산화방지제), 효모, 주정, 정제수, 과당, 효소처리스테비아",16%  ,360ml,,,당도가 높고 과즙이 풍부하여 머루의 깊은 향과 맛을 느낄 수 있습니다.,"치즈, 과일, 삼겹살",농업회사법인 유한회사 덕유,전라북도 무주군 안성면 장무로 1375-7번길,https://meorusove.modoo.at/,,산머루주
증류주,"정제수, 찹쌀(국내산), 누룩, 효모, 효소제",46%  ,375ml,,,"토끼소주를 미국산 버진 오크통 숙성을 거친 46도의 제품으로 오크의 바닐라와 다크초콜릿, 다크체리의 향긋함과 캐러멜, 구운 견과류의 부드럽고 풍성한 여운이 특집입니다. 개봉하여 마시는 첫 술도 좋지만 실온보관 후 마시는 두번째 술은 더욱 부드럽게 토끼소주를 즐기실 수 있는 방법입니다.","장어구이 ,맑은 탕",농업회사법인 토끼소주 (주),충청북도 충주시 엄정면 신만리 105-3,https://tokkisoju.com/,,토끼소주 골드
증류주,"정제수, 찹쌀(국내산), 누룩, 효모, 효소제",40%  ,375ml,,,술은 마시자마자 고소한 향이 은은한 스며드는 술입니다.깻잎에서 느낄 법한 향긋한 향이 입안 분위기를 화사하게 바꿉니다.,"그림새우 ,양꼬치 , 꿔바로우",농업회사법인 토끼소주 (주),충청북도 충주시 엄정면 신만리 105-3,https://tokkisoju.com/,,토끼소주 블랙
"약주, 청주","찹쌀37.37%(국내산),누룩14.01%(국내산),멥쌀11.21%(국내산),들국화,메주콩,생강,홍고추",18%  ,500ml,,,"엽전모양의 독특한 도자기와 끓이지 않는 삶을 상징하는 당초무늬, 깊은 바다같은 푸른색을 지닌 도자기가 특징입니다.명인의 소곡주와 조화를 이루어 많은 사랑을 받는 제품입니다.",한산 소곡주는 빛깔은 청주와 같으며 부드러우면서 감칠맛이 나는 소곡주 특유의 향이 어우러져 담백한 안주와 함께 하신다면 한산소곡주의 풍미를 더욱 느낄 수 있습니다.,한산소곡주,충남 서천군 한산면 충절로 1118,http://www.sogokju.co.kr,,천상문
증류주,"정제수, 쌀(국내산), 입국, 효모",25%  ,375ml,,,"가무치 소주는 잔에 따르는 순간부터 피어오르는 강렬한 향을 가진 소주입니다. 하지만 그 속에는 섬세하고 부드러운, 신선한 향들을 가지고 있습니다. 입에 들어오면 무게감 있고 오일리한 질감들이 퍼지며 마지막에는 쌀에서 오는 기분좋은 달콤함이 잔잔하게 남아있게 됩니다. 천천히 음미하면 다양한 모습들을 만나볼 수 있는, 가무치 소주는 그런 역동적인 술입니다.",가벼운 한식류 (국물이 맑은 탕 /계절 나물 무침) 담백한 해산물 (광어회/구운 흰살 생선),농업회사법인 주식회사 다농바이오,충청북도 충주시 메가폴리스 1로 117,https://danongbio.kr/,,가무치
과실주,"정제수,오디(국내산)30.38%,설탕,주정,과당,구연산,효모,사과산",13%  ,375ml,,,6월에 바로 수확한 부안의 햇오디만을 사용하여 내변산 양조장만의 특별한 발효과장을 통해 오크 숙성하여 빚은 깊은 풍미를 내는 부안 참뽕 와인입니다.,,내변산,전라북도 부안군 행안면 부안농공단지길 14-11,http://www.dongjinwine.co.kr/,,부안 참뽕주
탁주,"쌀(평택산100%), 사과, 꿀, 유자, 정제수, 누룩, 정백당, 로즈마리",9%  ,750ml,,,"투명한 분홍 빛 하늘,끝 없이 이어진 풍요로운 들판,코끝을 자극하는 상큼한 바람이고 미지의 세계로 들어선 호랑이의 첫 번째 에피소드입니다. 은은한 꽃 향기, 다양한 부재료가 선사하는 오묘한 맛의 컴비네이션,깔끔하고 기분 좋은 피니쉬입니다.",,밝은세상영농조합,경기도 평택시 포승읍 충열길 37,https://www.instagram.com/tigercalyx/?hl=ko,,에피소드
증류주,"정제수, 쌀증류원액(쌀: 국내산 100%)",25%  ,375ml,,,"백제소주는 증류한 술을 한번 더 증류하여 더 깔끔하고,더 깨끗한 상태로 만들며 원주의 플로럴한 향을 가지며 8개월간 술 숙성 전용 항아리 숙성을 통해 숙취가 적고 부드러운 증류주를 완성시킵니다.","양고기,고기국수,닭곰탕,만두전골,명란계란탕 등",내변산,전라북도 부안군 행안면 부안농공단지길14-11,https://smartstore.naver.com/odwine/products/6140247908?,,백제소주
탁주,"찹쌀 36%(국내산), 맵쌀 7%(국내산), 누룩2%(국내산), 천연암반수 55%,",12%  ,750ml,,,"낙안뜰에서 친환경 지역 농산물로 재배한 우리 찹쌀, 다양한 발효균이 살아있는 전통누룩 그리고 천연암반수만을 사용하여 진한 감칠 맛을 느낄 수 있습니다.",,화목양조장,전남 순천시 낙안면 석흥신흥길 333,https://smartstore.naver.com/naganwine,,낙안읍성
과실주,"사과즙50.94%(사과:국산), 배즙20.79%(배:국산), 정제수, 벌꿀3.48%(국산), 홍차, 배향, 천일염, 탄산가스, 사과산(산도조절제), 구연산(산도조절제), 메타중아황산칼륨(산화방지제), 효모아황산류함유",4.9%  ,750ml,,,신선한 국산 배즙과 달달한 꿀이 만나 완성된 스위트 배 사이더입니다.,"육전에 파절이를 얹어 허브와 같은 파 향이 고기와 어우러질때 허니문배 한 모금이면 깔끔피니시 그 자체! 뿐인가요, 간장양념 베이스의 불고기,갈비,불맛 나는 해물주꾸미 뽂음까지 허니문배와 함께라면 디너부터 안주까지 풀코스 가능합니다.",농업회사법인 주식회사 비전레드,충청북도 충주시 중앙탑면 인담길 35-1,https://dancingcider.com/index.html,,허니문배
과실주,"사과즙60.80%(사과:국산), 정제수, 배농축과즙(고형분67%,배:국산), 벌꿀(국산), 청포도농축액(청포도100%), 레드자몽농축액(레드자몽100%), 바질, 청포도향, 탄산가스, 사과산(산도조절제), 구연산(산도조절제), 메타중아황산칼륨(산화방지제), 효모아황산류함유",4.7%  ,750ml,,,청포도의 상큼함과 자몽의 새콤한 밸런스를 바질 향이 깔끔하게 잡아줍니다.,"파스타, 시금치, 크림치즈 등 달달 짭짭한 음식과 페어링 하기 좋습니다.",농업회사법인 주식회사 비전레드,대한민국 충청북도 충주시,https://dancingcider.com/,,프렌치 린넨
탁주,"햅쌀(국내산 신동진품종),쌀,쌀가루,국내산 딸기,효모,효소,정제수,프락토올리고당",6%  ,750ml,,,단맛을 내기 위하여 아스파탐 등 화학첨가물을 일체 넣지 않습니다. 햅쌀과 생딸기에서 우러난 천연의 건강한 단맛을 만끽합니다.,1 매콤한 안주와 한께! 2 각종 전과 즐겨 보세요! 3 더운날엔 상큼하고 달달한 슬러쉬로 드실 수 있어요!,농업회사법인 상주주조(주),경북 상주시 남성로 73-15,https://smartstore.naver.com/topbrewery,,생딸기 막걸리
증류주,"쌀증류식소주원액[햅쌀(국내산)],복분자(국내산),오디(국내산),정제수",40%  ,200ml,,,40도 고도주임에도 부드러운 목 넘김은 전통주의 새로운 품격을 느끼게 합니다.오랜 숙성의 완숙주로 향기가 은은하고 목 넘김이 부드러우며 숙취가 없습니다.,매운 음식이나 기름진 음식과 함께하면 입안을 화사하게 정리해주어 궁합이 좋습니다.,병영양조장,전라남도 강진군 병영면 하멜로 407,http://byjujo.co.kr/,,병영사또
탁주,"정제수,찹쌀(국산),누룩,효모,정제효소,바질",5%  ,700ml,,,"너디호프는 처음에는 바질의 휘몰아치는 향,그리고 보태니컬한 맛, 그 되를 따르는 마지막 산미의 깔끔한 피니쉬가 조화를 이룹니다.","파스타,피자,감바스,토마토 카프리제,모든 치즈, 바게트 샤워도우",농업회사법인 상주주조(주),경북 상주시 남성로 73-15,https://smartstore.naver.com/nerdbrew,,너디호프
